"comm_fkt","CSB","tot_consult","perc_consult"
"TSARATANANA_AMBATOHARANANA","ANALAMARINA",27,0.0213607594936709
"TSARATANANA_AMBATOHARANANA","ANTARETRA",34,0.0268987341772152
"TSARATANANA_AMBATOHARANANA","IFANADIANA",27,0.0213607594936709
"TSARATANANA_AMBATOHARANANA","KELILALINA",2,0.00158227848101266
"TSARATANANA_AMBATOHARANANA","TSARATANANA",1174,0.92879746835443
"TSARATANANA_AMBATOHARANANAKELY","AMBOHIMANGA DU SUD",3,0.00862068965517241
"TSARATANANA_AMBATOHARANANAKELY","ANALAMARINA",3,0.00862068965517241
"TSARATANANA_AMBATOHARANANAKELY","ANTARETRA",49,0.140804597701149
"TSARATANANA_AMBATOHARANANAKELY","IFANADIANA",26,0.0747126436781609
"TSARATANANA_AMBATOHARANANAKELY","TSARATANANA",267,0.767241379310345
"TSARATANANA_AMBODIGOAVY","ANALAMARINA",5,0.00422654268808115
"TSARATANANA_AMBODIGOAVY","ANDRORANGAVOLA",1,0.00084530853761623
"TSARATANANA_AMBODIGOAVY","IFANADIANA",12,0.0101437024513948
"TSARATANANA_AMBODIGOAVY","TSARATANANA",1165,0.984784446322908
"TSARATANANA_AMBODIMANGA EST","ANALAMARINA",17,0.0355648535564854
"TSARATANANA_AMBODIMANGA EST","ANTARETRA",1,0.00209205020920502
"TSARATANANA_AMBODIMANGA EST","ANTSINDRA",1,0.00209205020920502
"TSARATANANA_AMBODIMANGA EST","IFANADIANA",61,0.127615062761506
"TSARATANANA_AMBODIMANGA EST","TSARATANANA",398,0.832635983263598
"TSARATANANA_AMBODIMANGA OUEST","ANALAMARINA",18,0.00841908325537886
"TSARATANANA_AMBODIMANGA OUEST","ANTARETRA",4,0.00187090739008419
"TSARATANANA_AMBODIMANGA OUEST","IFANADIANA",1,0.000467726847521048
"TSARATANANA_AMBODIMANGA OUEST","RANOMAFANA",2,0.000935453695042095
"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA",2113,0.988306828811974
"TSARATANANA_AMBODIRAFIA EST","ANALAMARINA",5,0.00506072874493927
"TSARATANANA_AMBODIRAFIA EST","ANTARETRA",2,0.00202429149797571
"TSARATANANA_AMBODIRAFIA EST","TSARATANANA",981,0.992914979757085
"TSARATANANA_AMBOHIMASINA","AMBOHIMANGA DU SUD",1,0.0045662100456621
"TSARATANANA_AMBOHIMASINA","ANALAMARINA",13,0.0593607305936073
"TSARATANANA_AMBOHIMASINA","ANTARETRA",14,0.0639269406392694
"TSARATANANA_AMBOHIMASINA","ANTSINDRA",2,0.0091324200913242
"TSARATANANA_AMBOHIMASINA","IFANADIANA",3,0.0136986301369863
"TSARATANANA_AMBOHIMASINA","RANOMAFANA",1,0.0045662100456621
"TSARATANANA_AMBOHIMASINA","TSARATANANA",185,0.844748858447489
"TSARATANANA_AMBOHIMITA","ANALAMARINA",205,0.460674157303371
"TSARATANANA_AMBOHIMITA","ANTARETRA",41,0.0921348314606742
"TSARATANANA_AMBOHIMITA","IFANADIANA",3,0.00674157303370787
"TSARATANANA_AMBOHIMITA","TSARATANANA",196,0.440449438202247
"TSARATANANA_AMBOHINIHAONANA","AMBOHIMIERA",2,0.00190294957183635
"TSARATANANA_AMBOHINIHAONANA","ANALAMARINA",15,0.0142721217887726
"TSARATANANA_AMBOHINIHAONANA","ANTARETRA",2,0.00190294957183635
"TSARATANANA_AMBOHINIHAONANA","IFANADIANA",1,0.000951474785918173
"TSARATANANA_AMBOHINIHAONANA","TSARATANANA",1031,0.980970504281637
"TSARATANANA_AMBOHIPO","AMBOHIMANGA DU SUD",4,0.00332502078137988
"TSARATANANA_AMBOHIPO","AMBOHIMIERA",13,0.0108063175394846
"TSARATANANA_AMBOHIPO","ANALAMARINA",1,0.000831255195344971
"TSARATANANA_AMBOHIPO","IFANADIANA",2,0.00166251039068994
"TSARATANANA_AMBOHIPO","TSARATANANA",1183,0.983374896093101
"TSARATANANA_AMBOHITSARA I","AMBOHIMANGA DU SUD",4,0.000710353400816906
"TSARATANANA_AMBOHITSARA I","ANALAMARINA",4,0.000710353400816906
"TSARATANANA_AMBOHITSARA I","ANTARETRA",2,0.000355176700408453
"TSARATANANA_AMBOHITSARA I","ANTSINDRA",6,0.00106553010122536
"TSARATANANA_AMBOHITSARA I","IFANADIANA",8,0.00142070680163381
"TSARATANANA_AMBOHITSARA I","KELILALINA",1,0.000177588350204227
"TSARATANANA_AMBOHITSARA I","RANOMAFANA",1,0.000177588350204227
"TSARATANANA_AMBOHITSARA I","TSARATANANA",5605,0.99538270289469
"TSARATANANA_ANALAMARINA","AMBOHIMANGA DU SUD",3,0.00189633375474083
"TSARATANANA_ANALAMARINA","AMBOHIMIERA",25,0.015802781289507
"TSARATANANA_ANALAMARINA","ANALAMARINA",1314,0.830594184576485
"TSARATANANA_ANALAMARINA","RANOMAFANA",1,0.000632111251580278
"TSARATANANA_ANALAMARINA","TSARATANANA",239,0.151074589127686
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY","ANALAMARINA",5,0.0050761421319797
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY","IFANADIANA",55,0.0558375634517767
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY","KELILALINA",6,0.00609137055837563
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY","TSARATANANA",919,0.932994923857868
"TSARATANANA_ANTARALAVA","AMBOHIMANGA DU SUD",2,0.00428265524625268
"TSARATANANA_ANTARALAVA","ANALAMARINA",2,0.00428265524625268
"TSARATANANA_ANTARALAVA","IFANADIANA",3,0.00642398286937901
"TSARATANANA_ANTARALAVA","TSARATANANA",460,0.985010706638116
"TSARATANANA_BEFARY","ANALAMARINA",10,0.0207900207900208
"TSARATANANA_BEFARY","ANTARETRA",4,0.00831600831600832
"TSARATANANA_BEFARY","ANTSINDRA",1,0.00207900207900208
"TSARATANANA_BEFARY","IFANADIANA",7,0.0145530145530146
"TSARATANANA_BEFARY","TSARATANANA",459,0.954261954261954
"TSARATANANA_MAROFOTOTRA","ANALAMARINA",168,0.593639575971731
"TSARATANANA_MAROFOTOTRA","TSARATANANA",115,0.406360424028269
"TSARATANANA_SAHOFIKA","AMBOHIMANGA DU SUD",1,0.000310077519379845
"TSARATANANA_SAHOFIKA","AMBOHIMIERA",3,0.000930232558139535
"TSARATANANA_SAHOFIKA","ANALAMARINA",10,0.00310077519379845
"TSARATANANA_SAHOFIKA","ANTSINDRA",1,0.000310077519379845
"TSARATANANA_SAHOFIKA","IFANADIANA",95,0.0294573643410853
"TSARATANANA_SAHOFIKA","KELILALINA",1,0.000310077519379845
"TSARATANANA_SAHOFIKA","MAROTOKO",1,0.000310077519379845
"TSARATANANA_SAHOFIKA","RANOMAFANA",3,0.000930232558139535
"TSARATANANA_SAHOFIKA","TSARATANANA",3110,0.964341085271318
"TSARATANANA_SANDRAKELY","ANALAMARINA",56,0.0482342807924203
"TSARATANANA_SANDRAKELY","IFANADIANA",3,0.00258397932816537
"TSARATANANA_SANDRAKELY","KELILALINA",1,0.000861326442721792
"TSARATANANA_SANDRAKELY","TSARATANANA",1101,0.948320413436692
"TSARATANANA_SANDRASATY","AMBOHIMANGA DU SUD",8,0.0321285140562249
"TSARATANANA_SANDRASATY","ANALAMARINA",208,0.835341365461847
"TSARATANANA_SANDRASATY","IFANADIANA",1,0.00401606425702811
"TSARATANANA_SANDRASATY","TSARATANANA",32,0.1285140562249
"TSARATANANA_TSARATANANA","AMBOHIMANGA DU SUD",2,0.000316555872111428
"TSARATANANA_TSARATANANA","ANALAMARINA",14,0.00221589110477999
"TSARATANANA_TSARATANANA","ANTARETRA",2,0.000316555872111428
"TSARATANANA_TSARATANANA","ANTSINDRA",37,0.00585628363406141
"TSARATANANA_TSARATANANA","IFANADIANA",192,0.0303893637226971
"TSARATANANA_TSARATANANA","KELILALINA",2,0.000316555872111428
"TSARATANANA_TSARATANANA","RANOMAFANA",1,0.000158277936055714
"TSARATANANA_TSARATANANA","TSARATANANA",6068,0.960430515986072
"TSARATANANA_VOHITRARIVO","ANALAMARINA",4,0.00134003350083752
"TSARATANANA_VOHITRARIVO","ANTARETRA",21,0.00703517587939699
"TSARATANANA_VOHITRARIVO","IFANADIANA",4,0.00134003350083752
"TSARATANANA_VOHITRARIVO","TSARATANANA",2956,0.990284757118928
