"comm_fkt","CSB","tot_consult","perc_consult"
"ANDRORANGAVOLA_NOSIBE SUD","MAROTOKO",8,0.0392156862745098
"ANTARETRA_AMBINANIVATOMENA","ANTARETRA",219,0.952173913043478
"ANTARETRA_AMBINANIVATOMENA","ANTSINDRA",4,0.0173913043478261
"ANTARETRA_AMBINANIVATOMENA","IFANADIANA",1,0.00434782608695652
"ANTARETRA_AMBINANIVATOMENA","MAROTOKO",5,0.0217391304347826
"ANTARETRA_AMBINANIVATOMENA","TSARATANANA",1,0.00434782608695652
"ANTARETRA_AMBOATROTROKA","ANALAMPASINA",1,0.000514668039114771
"ANTARETRA_AMBOATROTROKA","ANTARETRA",1909,0.982501286670098
"ANTARETRA_AMBOATROTROKA","IFANADIANA",14,0.00720535254760679
"ANTARETRA_AMBOATROTROKA","MAHASOA",19,0.00977869274318065
"ANTARETRA_AMBODIARA I","ANTARETRA",651,1
"ANTARETRA_AMBODIROTRA","ANTARETRA",1501,1
"ANTARETRA_AMPASIMBE","ANTARETRA",1468,0.890236506973924
"ANTARETRA_AMPASIMBE","IFANADIANA",13,0.007883565797453
"ANTARETRA_AMPASIMBE","MAHASOA",166,0.100667070952092
"ANTARETRA_AMPASIMBE","MAROTOKO",2,0.00121285627653123
"ANTARETRA_ANDONABE","ANTARETRA",3975,0.994247123561781
"ANTARETRA_ANDONABE","IFANADIANA",15,0.00375187593796898
"ANTARETRA_ANDONABE","KELILALINA",1,0.000250125062531266
"ANTARETRA_ANDONABE","MAHASOA",4,0.00100050025012506
"ANTARETRA_ANDONABE","MAROTOKO",1,0.000250125062531266
"ANTARETRA_ANDONABE","RANOMAFANA",2,0.000500250125062531
"ANTARETRA_ANDRANOMAITSO","ANTARETRA",4922,0.985188150520416
"ANTARETRA_ANDRANOMAITSO","IFANADIANA",72,0.0144115292233787
"ANTARETRA_ANDRANOMAITSO","KELILALINA",1,0.000200160128102482
"ANTARETRA_ANDRANOMAITSO","RANOMAFANA",1,0.000200160128102482
"ANTARETRA_ANTARETRA","AMBIABE",1,0.000114051094890511
"ANTARETRA_ANTARETRA","ANDRORANGAVOLA",2,0.000228102189781022
"ANTARETRA_ANTARETRA","ANTARETRA",8618,0.982892335766423
"ANTARETRA_ANTARETRA","IFANADIANA",140,0.0159671532846715
"ANTARETRA_ANTARETRA","MAHASOA",6,0.000684306569343066
"ANTARETRA_ANTARETRA","RANOMAFANA",1,0.000114051094890511
"ANTARETRA_BETAMPONA","ANDRORANGAVOLA",2,0.00122100122100122
"ANTARETRA_BETAMPONA","ANTARETRA",1633,0.996947496947497
"ANTARETRA_BETAMPONA","IFANADIANA",1,0.000610500610500611
"ANTARETRA_BETAMPONA","KELILALINA",2,0.00122100122100122
"ANTARETRA_MORAFENO","ANTARETRA",788,0.981320049813201
"ANTARETRA_MORAFENO","IFANADIANA",11,0.0136986301369863
"ANTARETRA_MORAFENO","MAROTOKO",4,0.0049813200498132
"ANTSINDRA_AMBATOVORY","AMBOHIMANGA DU SUD",4,0.0248447204968944
"ANTSINDRA_AMBATOVORY","ANALAMARINA",1,0.0062111801242236
"ANTSINDRA_AMBATOVORY","ANTSINDRA",153,0.950310559006211
"ANTSINDRA_AMBATOVORY","TSARATANANA",3,0.0186335403726708
"ANTSINDRA_AMPITABE","ANTSINDRA",9,1
"ANTSINDRA_AMPITOMITA","AMBOHIMANGA DU SUD",1,0.00387596899224806
"ANTSINDRA_AMPITOMITA","ANALAMARINA",2,0.00775193798449612
"ANTSINDRA_AMPITOMITA","ANTSINDRA",253,0.98062015503876
"ANTSINDRA_AMPITOMITA","MAROTOKO",2,0.00775193798449612
"ANTSINDRA_ANIVORANO","AMBOHIMANGA DU SUD",51,0.51
"ANTSINDRA_ANIVORANO","ANTSINDRA",49,0.49
"ANTSINDRA_ANTSINDRA","AMBOHIMANGA DU SUD",9,0.0074318744838976
"ANTSINDRA_ANTSINDRA","ANALAMARINA",10,0.00825763831544178
"ANTSINDRA_ANTSINDRA","ANALAMPASINA",2,0.00165152766308836
"ANTSINDRA_ANTSINDRA","ANTARETRA",1,0.000825763831544178
"ANTSINDRA_ANTSINDRA","ANTSINDRA",1168,0.9644921552436
"ANTSINDRA_ANTSINDRA","IFANADIANA",21,0.0173410404624277
"ANTSINDRA_BEFOTAKA","ANTSINDRA",42,0.933333333333333
"ANTSINDRA_BEFOTAKA","TSARATANANA",3,0.0666666666666667
"ANTSINDRA_KIANJAVATO","AMBODIARA SUD",1,0.0104166666666667
"ANTSINDRA_KIANJAVATO","AMBOHIMANGA DU SUD",3,0.03125
"ANTSINDRA_KIANJAVATO","ANALAMARINA",6,0.0625
"ANTSINDRA_KIANJAVATO","ANTSINDRA",81,0.84375
"ANTSINDRA_KIANJAVATO","FASINTSARA",5,0.0520833333333333
"FASINTSARA_AMBALAPAISO","AMBODIARA SUD",4,0.00683760683760684
"FASINTSARA_AMBALAPAISO","AMPASINAMBO",246,0.420512820512821
"FASINTSARA_AMBALAPAISO","FASINTSARA",332,0.567521367521368
"FASINTSARA_AMBALAPAISO","IFANADIANA",1,0.00170940170940171
"FASINTSARA_AMBALAPAISO","MAROHARATRA",2,0.00341880341880342
"FASINTSARA_AMBATOMANJAKA","AMBODIARA SUD",80,0.124610591900312
"FASINTSARA_AMBATOMANJAKA","FASINTSARA",562,0.875389408099688
"FASINTSARA_AMBINANISERY","AMBODIARA SUD",1,0.004
"FASINTSARA_AMBINANISERY","AMPASINAMBO",10,0.04
"FASINTSARA_AMBINANISERY","FASINTSARA",236,0.944
"FASINTSARA_AMBINANISERY","MAROHARATRA",3,0.012
"FASINTSARA_AMBODIARA SUD","AMBODIARA SUD",886,0.850287907869482
"FASINTSARA_AMBODIARA SUD","AMBOHIMANGA DU SUD",3,0.00287907869481766
"FASINTSARA_AMBODIARA SUD","FASINTSARA",153,0.146833013435701
"FASINTSARA_AMBODIVOANGY","AMBODIARA SUD",1,0.02
"FASINTSARA_AMBODIVOANGY","AMPASINAMBO",6,0.12
"FASINTSARA_AMBODIVOANGY","FASINTSARA",43,0.86
"FASINTSARA_AMBOHINIHAONANA","AMBODIARA SUD",8,0.018058690744921
"FASINTSARA_AMBOHINIHAONANA","FASINTSARA",435,0.981941309255079
"FASINTSARA_AMBOHITSARA","AMBODIARA SUD",5,0.0138504155124654
"FASINTSARA_AMBOHITSARA","FASINTSARA",356,0.986149584487535
"FASINTSARA_ANDRANOMAINTSO","AMBODIARA SUD",50,0.625
"FASINTSARA_ANDRANOMAINTSO","AMBOHIMANGA DU SUD",9,0.1125
"FASINTSARA_ANDRANOMAINTSO","ANALAMARINA",1,0.0125
"FASINTSARA_ANDRANOMAINTSO","FASINTSARA",19,0.2375
"FASINTSARA_ANDRANOMAINTSO","IFANADIANA",1,0.0125
"FASINTSARA_ANTENIMBELONA","AMBODIARA SUD",5,0.0140845070422535
"FASINTSARA_ANTENIMBELONA","AMPASINAMBO",4,0.0112676056338028
"FASINTSARA_ANTENIMBELONA","FASINTSARA",346,0.974647887323944
"FASINTSARA_BEFOTAKA","FASINTSARA",190,1
"FASINTSARA_FASINTSARA","AMBODIARA SUD",19,0.0139398385913426
"FASINTSARA_FASINTSARA","AMBOHIMANGA DU SUD",5,0.00366837857666911
"FASINTSARA_FASINTSARA","FASINTSARA",1295,0.9501100513573
"FASINTSARA_FASINTSARA","IFANADIANA",28,0.020542920029347
"FASINTSARA_FASINTSARA","MAHASOA",1,0.000733675715333822
"FASINTSARA_FASINTSARA","MAROHARATRA",10,0.00733675715333822
"FASINTSARA_FASINTSARA","RANOMAFANA",1,0.000733675715333822
"FASINTSARA_FASINTSARA","TSARATANANA",4,0.00293470286133529
"FASINTSARA_MANAKANA SUD","AMBODIARA SUD",92,0.575
"FASINTSARA_MANAKANA SUD","AMBOHIMANGA DU SUD",11,0.06875
"FASINTSARA_MANAKANA SUD","FASINTSARA",57,0.35625
"FASINTSARA_MAROVORAKA","FASINTSARA",250,1
"FASINTSARA_SAHAKONDRO","AMBODIARA SUD",35,0.813953488372093
"FASINTSARA_SAHAKONDRO","AMBOHIMANGA DU SUD",2,0.0465116279069767
"FASINTSARA_SAHAKONDRO","FASINTSARA",6,0.13953488372093
"FASINTSARA_TSARAKIANJA","AMBODIARA SUD",4,0.0296296296296296
"FASINTSARA_TSARAKIANJA","AMBODIMANGA NORD",1,0.00740740740740741
"FASINTSARA_TSARAKIANJA","FASINTSARA",130,0.962962962962963
"FASINTSARA_TSARARIVOTRA","AMBODIARA SUD",3,0.00697674418604651
"FASINTSARA_TSARARIVOTRA","FASINTSARA",426,0.990697674418605
"FASINTSARA_TSARARIVOTRA","IFANADIANA",1,0.00232558139534884
"FASINTSARA_TSARATANANA","AMBODIARA SUD",4,0.0111111111111111
"FASINTSARA_TSARATANANA","AMBOHIMIERA",3,0.00833333333333333
"FASINTSARA_TSARATANANA","FASINTSARA",353,0.980555555555556
"IFANADIANA_AMBODIARA","AMBOHIMANGA DU SUD",2,0.000852151682999574
"IFANADIANA_AMBODIARA","IFANADIANA",2342,0.997869620792501
"IFANADIANA_AMBODIARA","KELILALINA",1,0.000426075841499787
"IFANADIANA_AMBODIARA","MAROTOKO",1,0.000426075841499787
"IFANADIANA_AMBODIARA","RANOMAFANA",1,0.000426075841499787
"IFANADIANA_AMBODIRAFIA II","ANTARETRA",15,0.00810372771474878
"IFANADIANA_AMBODIRAFIA II","IFANADIANA",1834,0.990815775256618
"IFANADIANA_AMBODIRAFIA II","RANOMAFANA",2,0.00108049702863317
"IFANADIANA_AMBORAKA","AMBIABE",1,0.000234301780693533
"IFANADIANA_AMBORAKA","ANTARETRA",1,0.000234301780693533
"IFANADIANA_AMBORAKA","IFANADIANA",4266,0.999531396438613
"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA",1355,0.655856727976767
"IFANADIANA_ANDRANOFOLAHINA","KELILALINA",704,0.340755082284608
"IFANADIANA_ANDRANOFOLAHINA","MAROTOKO",3,0.00145208131655373
"IFANADIANA_ANDRANOFOLAHINA","RANOMAFANA",4,0.00193610842207164
"IFANADIANA_ANTAFOTENINA","ANTARETRA",2,0.000548998078506725
"IFANADIANA_ANTAFOTENINA","IFANADIANA",3641,0.999451001921493
"IFANADIANA_FENOARIVO I","ANTARETRA",19,0.0328719723183391
"IFANADIANA_FENOARIVO I","IFANADIANA",556,0.961937716262976
"IFANADIANA_FENOARIVO I","KELILALINA",2,0.00346020761245675
"IFANADIANA_FENOARIVO I","RANOMAFANA",1,0.00173010380622837
"IFANADIANA_IFANADIANA","AMBIABE",6,0.000319165913080483
"IFANADIANA_IFANADIANA","AMBOHIMANGA DU SUD",19,0.0010106920580882
"IFANADIANA_IFANADIANA","ANALAMARINA",4,0.000212777275386989
"IFANADIANA_IFANADIANA","ANTARETRA",25,0.00132985797116868
"IFANADIANA_IFANADIANA","ANTSINDRA",1,0.0000531943188467472
"IFANADIANA_IFANADIANA","FASINTSARA",1,0.0000531943188467472
"IFANADIANA_IFANADIANA","IFANADIANA",18685,0.993935847651471
"IFANADIANA_IFANADIANA","KELILALINA",18,0.000957497739241449
"IFANADIANA_IFANADIANA","MAROTOKO",1,0.0000531943188467472
"IFANADIANA_IFANADIANA","RANOMAFANA",33,0.00175541252194266
"IFANADIANA_IFANADIANA","TSARATANANA",6,0.000319165913080483
"IFANADIANA_MAROMENA","ANTARETRA",4,0.00122473974280465
"IFANADIANA_MAROMENA","IFANADIANA",3257,0.99724433557869
"IFANADIANA_MAROMENA","KELILALINA",1,0.000306184935701164
"IFANADIANA_MAROMENA","MAROTOKO",1,0.000306184935701164
"IFANADIANA_MAROMENA","RANOMAFANA",2,0.000612369871402327
"IFANADIANA_MAROMENA","TSARATANANA",1,0.000306184935701164
"IFANADIANA_SAHAFITOROKA","ANTARETRA",6,0.00250521920668058
"IFANADIANA_SAHAFITOROKA","IFANADIANA",2383,0.994989561586639
"IFANADIANA_SAHAFITOROKA","KELILALINA",5,0.00208768267223382
"IFANADIANA_SAHAFITOROKA","TSARATANANA",1,0.000417536534446764
"KELILALINA_AMBALADINGANA","AMBIABE",3,0.00233826968043648
"KELILALINA_AMBALADINGANA","IFANADIANA",6,0.00467653936087295
"KELILALINA_AMBALADINGANA","KELILALINA",1235,0.962587685113016
"KELILALINA_AMBALADINGANA","RANOMAFANA",39,0.0303975058456742
"KELILALINA_AMBODIPAISO NORD","AMBIABE",1,0.000568181818181818
"KELILALINA_AMBODIPAISO NORD","IFANADIANA",8,0.00454545454545455
"KELILALINA_AMBODIPAISO NORD","KELILALINA",1748,0.993181818181818
"KELILALINA_AMBODIPAISO NORD","RANOMAFANA",3,0.00170454545454545
"KELILALINA_AMBODIPAISO SUD","IFANADIANA",147,0.0698669201520913
"KELILALINA_AMBODIPAISO SUD","KELILALINA",1957,0.930133079847909
"KELILALINA_AMBODIVOANGY","AMBODIMANGA NORD",1,0.000785545954438335
"KELILALINA_AMBODIVOANGY","AMBOHIMIERA",2,0.00157109190887667
"KELILALINA_AMBODIVOANGY","IFANADIANA",3,0.002356637863315
"KELILALINA_AMBODIVOANGY","KELILALINA",1264,0.992930086410055
"KELILALINA_AMBODIVOANGY","RANOMAFANA",3,0.002356637863315
"KELILALINA_AMBOHINIHAONANA","IFANADIANA",7,0.0049645390070922
"KELILALINA_AMBOHINIHAONANA","KELILALINA",1393,0.987943262411348
"KELILALINA_AMBOHINIHAONANA","RANOMAFANA",10,0.00709219858156028
"KELILALINA_AMPITAMBE","AMPASINAMBO",1,0.00127877237851662
"KELILALINA_AMPITAMBE","ANTARETRA",1,0.00127877237851662
"KELILALINA_AMPITAMBE","KELILALINA",778,0.994884910485934
"KELILALINA_AMPITAMBE","RANOMAFANA",1,0.00127877237851662
"KELILALINA_AMPITAMBE","TSARATANANA",1,0.00127877237851662
"KELILALINA_ANDRANOMAINTY","AMBIABE",1,0.000413393964448119
"KELILALINA_ANDRANOMAINTY","IFANADIANA",28,0.0115750310045473
"KELILALINA_ANDRANOMAINTY","KELILALINA",2390,0.988011575031005
"KELILALINA_ANOSY","IFANADIANA",1,0.00117508813160987
"KELILALINA_ANOSY","KELILALINA",850,0.99882491186839
"KELILALINA_FOTSIALANANA","AMBIABE",6,0.00282885431400283
"KELILALINA_FOTSIALANANA","IFANADIANA",68,0.0320603488920321
"KELILALINA_FOTSIALANANA","KELILALINA",2029,0.956624233851957
"KELILALINA_FOTSIALANANA","RANOMAFANA",18,0.00848656294200849
"KELILALINA_KELILALINA","AMBIABE",4,0.000231133710851728
"KELILALINA_KELILALINA","ANALAMARINA",8,0.000462267421703455
"KELILALINA_KELILALINA","ANTARETRA",2,0.000115566855425864
"KELILALINA_KELILALINA","IFANADIANA",99,0.00572055934358026
"KELILALINA_KELILALINA","KELILALINA",17161,0.991621402981625
"KELILALINA_KELILALINA","RANOMAFANA",30,0.00173350283138796
"KELILALINA_KELILALINA","TSARATANANA",2,0.000115566855425864
"KELILALINA_KIANJANOMBY","ANALAMARINA",1,0.000540540540540541
"KELILALINA_KIANJANOMBY","IFANADIANA",6,0.00324324324324324
"KELILALINA_KIANJANOMBY","KELILALINA",1779,0.961621621621622
"KELILALINA_KIANJANOMBY","RANOMAFANA",2,0.00108108108108108
"KELILALINA_KIANJANOMBY","TSARATANANA",62,0.0335135135135135
"KELILALINA_MANDRIVANY","IFANADIANA",4,0.00117130307467057
"KELILALINA_MANDRIVANY","KELILALINA",3300,0.966325036603221
"KELILALINA_MANDRIVANY","MAROTOKO",108,0.0316251830161054
"KELILALINA_MANDRIVANY","RANOMAFANA",3,0.000878477306002928
"MAROHARATRA_AMBALAVOLO","AMBALAVOLO",1693,0.964123006833713
"MAROHARATRA_AMBALAVOLO","AMBODIARA SUD",1,0.000569476082004556
"MAROHARATRA_AMBALAVOLO","AMBOHIMANGA DU SUD",1,0.000569476082004556
"MAROHARATRA_AMBALAVOLO","FASINTSARA",1,0.000569476082004556
"MAROHARATRA_AMBALAVOLO","MAROHARATRA",58,0.0330296127562642
"MAROHARATRA_AMBALAVOLO","TSARATANANA",2,0.00113895216400911
"MAROHARATRA_AMBINANINDRANO","AMBALAVOLO",30,0.232558139534884
"MAROHARATRA_AMBINANINDRANO","AMBOHIMANGA DU SUD",2,0.0155038759689922
"MAROHARATRA_AMBINANINDRANO","ANTSINDRA",2,0.0155038759689922
"MAROHARATRA_AMBINANINDRANO","FASINTSARA",3,0.0232558139534884
"MAROHARATRA_AMBINANINDRANO","MAROHARATRA",91,0.705426356589147
"MAROHARATRA_AMBINANINDRANO","MAROMANANA",1,0.00775193798449612
"MAROHARATRA_AMBODIMANGA","AMBALAVOLO",357,0.879310344827586
"MAROHARATRA_AMBODIMANGA","AMBODIARA SUD",1,0.00246305418719212
"MAROHARATRA_AMBODIMANGA","AMBOHIMANGA DU SUD",7,0.0172413793103448
"MAROHARATRA_AMBODIMANGA","FASINTSARA",1,0.00246305418719212
"MAROHARATRA_AMBODIMANGA","MAROHARATRA",40,0.0985221674876847
"MAROHARATRA_AMBOHITSARA EST","AMBALAVOLO",67,0.736263736263736
"MAROHARATRA_AMBOHITSARA EST","AMBODIARA SUD",1,0.010989010989011
"MAROHARATRA_AMBOHITSARA EST","MAROHARATRA",23,0.252747252747253
"MAROHARATRA_AMPASIMADINIKA","AMBALAVOLO",64,0.688172043010753
"MAROHARATRA_AMPASIMADINIKA","FASINTSARA",2,0.021505376344086
"MAROHARATRA_AMPASIMADINIKA","IFANADIANA",1,0.010752688172043
"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA",26,0.279569892473118
"MAROHARATRA_AMPASIMADINIKAKELY","AMBALAVOLO",3,0.00738916256157635
"MAROHARATRA_AMPASIMADINIKAKELY","AMBODIARA SUD",223,0.549261083743842
"MAROHARATRA_AMPASIMADINIKAKELY","FASINTSARA",116,0.285714285714286
"MAROHARATRA_AMPASIMADINIKAKELY","IFANADIANA",1,0.00246305418719212
"MAROHARATRA_AMPASIMADINIKAKELY","MAROHARATRA",63,0.155172413793103
"MAROHARATRA_AMPASIMPOTSY","AMBALAVOLO",16,0.0401002506265664
"MAROHARATRA_AMPASIMPOTSY","AMBODIARA SUD",1,0.0025062656641604
"MAROHARATRA_AMPASIMPOTSY","AMBOHIMANGA DU SUD",1,0.0025062656641604
"MAROHARATRA_AMPASIMPOTSY","FASINTSARA",178,0.446115288220551
"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA",203,0.508771929824561
"MAROHARATRA_ANIVORANO","AMBALAVOLO",9,0.346153846153846
"MAROHARATRA_ANIVORANO","AMBOHIMANGA DU SUD",3,0.115384615384615
"MAROHARATRA_ANIVORANO","ANALAMPASINA",1,0.0384615384615385
"MAROHARATRA_ANIVORANO","IFANADIANA",1,0.0384615384615385
"MAROHARATRA_ANIVORANO","MAROHARATRA",12,0.461538461538462
"MAROHARATRA_ANTANJOMANGA","AMBALAVOLO",2,0.0540540540540541
"MAROHARATRA_ANTANJOMANGA","AMPASINAMBO",1,0.027027027027027
"MAROHARATRA_ANTANJOMANGA","ANALAMPASINA",19,0.513513513513513
"MAROHARATRA_ANTANJOMANGA","FASINTSARA",11,0.297297297297297
"MAROHARATRA_ANTANJOMANGA","IFANADIANA",2,0.0540540540540541
"MAROHARATRA_ANTANJOMANGA","MAROHARATRA",2,0.0540540540540541
"MAROHARATRA_BETAMPONA NORD","AMBALAVOLO",3,0.0180722891566265
"MAROHARATRA_BETAMPONA NORD","AMBOHIMIERA",1,0.00602409638554217
"MAROHARATRA_BETAMPONA NORD","ANALAMPASINA",92,0.55421686746988
"MAROHARATRA_BETAMPONA NORD","FASINTSARA",2,0.0120481927710843
"MAROHARATRA_BETAMPONA NORD","MAROHARATRA",68,0.409638554216867
"MAROHARATRA_MAHATSARA","AMBALAVOLO",10,0.126582278481013
"MAROHARATRA_MAHATSARA","AMBOHIMANGA DU SUD",2,0.0253164556962025
"MAROHARATRA_MAHATSARA","IFANADIANA",4,0.0506329113924051
"MAROHARATRA_MAHATSARA","MAROHARATRA",63,0.79746835443038
"MAROHARATRA_MALAZAMASINA NORD","FASINTSARA",8,0.0909090909090909
"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA",80,0.909090909090909
"MAROHARATRA_MALAZAMASINA SUD","AMBALAVOLO",22,0.25
"MAROHARATRA_MALAZAMASINA SUD","AMBODIARA SUD",1,0.0113636363636364
"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA",64,0.727272727272727
"MAROHARATRA_MALAZAMASINA SUD","TSARATANANA",1,0.0113636363636364
"MAROHARATRA_MALEMIAMBO","AMBALAVOLO",4,0.0396039603960396
"MAROHARATRA_MALEMIAMBO","FASINTSARA",2,0.0198019801980198
"MAROHARATRA_MALEMIAMBO","MAROHARATRA",95,0.940594059405941
"MAROHARATRA_MANAKANA","AMBALAVOLO",1,0.1
"MAROHARATRA_MANAKANA","MAROHARATRA",9,0.9
"MAROHARATRA_MAROHARATRA","AMBALAVOLO",1,0.000645577792123951
"MAROHARATRA_MAROHARATRA","AMBOHIMANGA DU SUD",13,0.00839251129761136
"MAROHARATRA_MAROHARATRA","FASINTSARA",2,0.0012911555842479
"MAROHARATRA_MAROHARATRA","IFANADIANA",16,0.0103292446739832
"MAROHARATRA_MAROHARATRA","MAROHARATRA",1517,0.979341510652034
"MAROHARATRA_SAHOMBY","AMBALAVOLO",3,0.103448275862069
"MAROHARATRA_SAHOMBY","AMBODIARA SUD",1,0.0344827586206897
"MAROHARATRA_SAHOMBY","FASINTSARA",6,0.206896551724138
"MAROHARATRA_SAHOMBY","MAROHARATRA",16,0.551724137931034
"MAROHARATRA_SAHOMBY","MAROTOKO",2,0.0689655172413793
"MAROHARATRA_SAHOMBY","RANOMAFANA",1,0.0344827586206897
"MAROHARATRA_SOANIERANA","AMBALAVOLO",7,0.0315315315315315
"MAROHARATRA_SOANIERANA","AMBODIARA SUD",1,0.0045045045045045
"MAROHARATRA_SOANIERANA","MAROHARATRA",214,0.963963963963964
"MAROHARATRA_TANAMBAO OUEST","AMBALAVOLO",4,0.0199004975124378
"MAROHARATRA_TANAMBAO OUEST","AMBOHIMANGA DU SUD",5,0.0248756218905473
"MAROHARATRA_TANAMBAO OUEST","FASINTSARA",11,0.054726368159204
"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA",181,0.900497512437811
"MAROTOKO_AMBALAVIA","ANALAMARINA",1,0.00769230769230769
"MAROTOKO_AMBALAVIA","ANDRORANGAVOLA",4,0.0307692307692308
"MAROTOKO_AMBALAVIA","IFANADIANA",4,0.0307692307692308
"MAROTOKO_AMBALAVIA","MAROTOKO",121,0.930769230769231
"MAROTOKO_AMBARIJATSY","ANDRORANGAVOLA",15,0.223880597014925
"MAROTOKO_AMBARIJATSY","MAHASOA",5,0.0746268656716418
"MAROTOKO_AMBARIJATSY","MAROTOKO",47,0.701492537313433
"MAROTOKO_AMBATOMITRATRAKA","MAROTOKO",141,1
"MAROTOKO_AMBOATROTROKA","ANDRORANGAVOLA",8,0.020997375328084
"MAROTOKO_AMBOATROTROKA","ANTARETRA",23,0.0603674540682415
"MAROTOKO_AMBOATROTROKA","MAROTOKO",350,0.918635170603675
"MAROTOKO_AMBODIARA SUD","ANDRORANGAVOLA",10,0.0258397932816537
"MAROTOKO_AMBODIARA SUD","MAHASOA",210,0.542635658914729
"MAROTOKO_AMBODIARA SUD","MAROTOKO",167,0.431524547803618
"MAROTOKO_AMBOHIMAHAVELONA","MAROTOKO",124,1
"MAROTOKO_KIANJANOMBY","ANTARETRA",1,0.00104493207941484
"MAROTOKO_KIANJANOMBY","IFANADIANA",1,0.00104493207941484
"MAROTOKO_KIANJANOMBY","MAROTOKO",955,0.99791013584117
"MAROTOKO_MANAMPANDRANA","IFANADIANA",2,0.00476190476190476
"MAROTOKO_MANAMPANDRANA","MAROTOKO",418,0.995238095238095
"MAROTOKO_MANDIAFASINA","ANDRORANGAVOLA",26,0.0458553791887125
"MAROTOKO_MANDIAFASINA","ANTARETRA",1,0.0017636684303351
"MAROTOKO_MANDIAFASINA","IFANADIANA",1,0.0017636684303351
"MAROTOKO_MANDIAFASINA","MAHASOA",2,0.00352733686067019
"MAROTOKO_MANDIAFASINA","MAROTOKO",535,0.943562610229277
"MAROTOKO_MANDIAFASINA","RANOMAFANA",2,0.00352733686067019
"MAROTOKO_MAROTOKO","ANALAMPASINA",1,0.000353107344632768
"MAROTOKO_MAROTOKO","ANDRORANGAVOLA",9,0.00317796610169492
"MAROTOKO_MAROTOKO","ANTARETRA",1,0.000353107344632768
"MAROTOKO_MAROTOKO","IFANADIANA",43,0.015183615819209
"MAROTOKO_MAROTOKO","MAHASOA",5,0.00176553672316384
"MAROTOKO_MAROTOKO","MAROTOKO",2771,0.978460451977401
"MAROTOKO_MAROTOKO","RANOMAFANA",2,0.000706214689265537
"RANOMAFANA_AMBATOLAHY","RANOMAFANA",3473,1
"RANOMAFANA_AMBODIAVIAVY","IFANADIANA",2,0.000699790062981106
"RANOMAFANA_AMBODIAVIAVY","KELILALINA",382,0.133659902029391
"RANOMAFANA_AMBODIAVIAVY","RANOMAFANA",2474,0.865640307907628
"RANOMAFANA_AMPASIMPOTSY","IFANADIANA",18,0.00649350649350649
"RANOMAFANA_AMPASIMPOTSY","KELILALINA",557,0.200937950937951
"RANOMAFANA_AMPASIMPOTSY","MAROTOKO",2,0.000721500721500722
"RANOMAFANA_AMPASIMPOTSY","RANOMAFANA",2195,0.791847041847042
"RANOMAFANA_MENARANO","IFANADIANA",10,0.00534473543559594
"RANOMAFANA_MENARANO","KELILALINA",4,0.00213789417423838
"RANOMAFANA_MENARANO","RANOMAFANA",1857,0.992517370390166
"RANOMAFANA_RANOMAFANA","AMBOHIMANGA DU SUD",2,0.00016767270288397
"RANOMAFANA_RANOMAFANA","ANTARETRA",1,0.0000838363514419852
"RANOMAFANA_RANOMAFANA","IFANADIANA",22,0.00184439973172368
"RANOMAFANA_RANOMAFANA","KELILALINA",42,0.00352112676056338
"RANOMAFANA_RANOMAFANA","MAROTOKO",1,0.0000838363514419852
"RANOMAFANA_RANOMAFANA","RANOMAFANA",11860,0.994299128101945
"RANOMAFANA_SAHANDRAZANA","AMBOHIMIERA",47,0.147798742138365
"RANOMAFANA_SAHANDRAZANA","KELILALINA",15,0.0471698113207547
"RANOMAFANA_SAHANDRAZANA","RANOMAFANA",256,0.805031446540881
"RANOMAFANA_TSARAMANDROSO","AMBOHIMIERA",1,0.000350385423966363
"RANOMAFANA_TSARAMANDROSO","IFANADIANA",1,0.000350385423966363
"RANOMAFANA_TSARAMANDROSO","KELILALINA",408,0.142957252978276
"RANOMAFANA_TSARAMANDROSO","RANOMAFANA",2444,0.856341976173791
"RANOMAFANA_VOHIMARINA","IFANADIANA",3,0.00638297872340425
"RANOMAFANA_VOHIMARINA","KELILALINA",35,0.074468085106383
"RANOMAFANA_VOHIMARINA","RANOMAFANA",432,0.919148936170213
"TSARATANANA_AMBALAFARY","ANALAMARINA",13,0.0184921763869132
"TSARATANANA_AMBALAFARY","ANTARETRA",1,0.00142247510668563
"TSARATANANA_AMBALAFARY","ANTSINDRA",1,0.00142247510668563
"TSARATANANA_AMBALAFARY","IFANADIANA",5,0.00711237553342817
"TSARATANANA_AMBALAFARY","KELILALINA",2,0.00284495021337127
"TSARATANANA_AMBALAFARY","TSARATANANA",681,0.968705547652916
"TSARATANANA_AMBALAFATAKANA EST","AMBOHIMANGA DU SUD",1,0.00182815356489945
"TSARATANANA_AMBALAFATAKANA EST","ANALAMARINA",54,0.0987202925045704
"TSARATANANA_AMBALAFATAKANA EST","ANTARETRA",2,0.0036563071297989
"TSARATANANA_AMBALAFATAKANA EST","IFANADIANA",2,0.0036563071297989
"TSARATANANA_AMBALAFATAKANA EST","TSARATANANA",488,0.892138939670932
